id,manufacturer,model,cells_s,capacity_mah,c_rating,voltage_nom_v,max_discharge_a,mass_g,price_usd,url
bat_399,KOKAM,KOKAM SLPB776495,12,84800,2,44.400000000000006,254.4,19584.0,50.0,
bat_400,KOKAM,KOKAM SLPB776495,12,90100,2,44.400000000000006,270.3,20808.0,50.0,
bat_401,KOKAM,KOKAM SLPB68106100,12,136000,2,44.400000000000006,408.0,32640.0,50.0,
bat_402,KOKAM,KOKAM SLPB776495,12,95400,2,44.400000000000006,286.2,22032.0,50.0,
bat_403,KOKAM,KOKAM SLPB776495,12,100700,2,44.400000000000006,302.1,23256.0,50.0,
bat_404,KOKAM,KOKAM SLPB776495,12,106000,2,44.400000000000006,318.0,24480.0,50.0,
bat_405,KOKAM,KOKAM SLPB526495,13,3300,2,48.1,9.9,871.0,50.0,
bat_406,KOKAM,KOKAM SLPB776495,13,5300,2,48.1,15.9,1325.9999999999998,50.0,
bat_407,KOKAM,KOKAM SLPB776495,13,10600,2,48.1,31.8,2652.0,50.0,
bat_408,KOKAM,KOKAM SLPB776495,13,15900,2,48.1,47.7,3978.0,50.0,
bat_409,KOKAM,KOKAM SLPB776495,13,21200,2,48.1,63.6,5303.999999999999,50.0,
bat_410,KOKAM,KOKAM SLPB776495,13,26500,2,48.1,79.5,6630.0,50.0,
bat_411,KOKAM,KOKAM SLPB776495,13,31800,2,48.1,95.4,7955.999999999998,50.0,
bat_412,KOKAM,KOKAM SLPB776495,13,37100,2,48.1,111.3,9282.0,50.0,
bat_413,KOKAM,KOKAM SLPB776495,13,42400,2,48.1,127.2,10608.0,50.0,
bat_414,KOKAM,KOKAM SLPB776495,13,47700,2,48.1,143.1,11934.0,50.0,
bat_415,KOKAM,KOKAM SLPB776495,13,53000,2,48.1,159.0,13260.0,50.0,
bat_416,KOKAM,KOKAM SLPB776495,13,58300,2,48.1,174.9,14586.0,50.0,
bat_417,KOKAM,KOKAM SLPB776495,13,63600,2,48.1,190.8,15912.0,50.0,
bat_418,KOKAM,KOKAM SLPB776495,13,68900,2,48.1,206.7,17238.0,50.0,
bat_419,KOKAM,KOKAM SLPB776495,13,74200,2,48.1,222.6,18564.0,50.0,
bat_420,KOKAM,KOKAM SLPB776495,13,79500,2,48.1,238.5,19890.0,50.0,
bat_421,KOKAM,KOKAM SLPB776495,13,84800,2,48.1,254.4,21216.0,50.0,
bat_422,KOKAM,KOKAM SLPB776495,13,90100,2,48.1,270.3,22542.0,50.0,
bat_423,KOKAM,KOKAM SLPB68106100,13,136000,2,48.1,408.0,35360.0,50.0,
bat_424,KOKAM,KOKAM SLPB776495,13,95400,2,48.1,286.2,23868.0,50.0,
bat_425,KOKAM,KOKAM SLPB776495,13,100700,2,48.1,302.1,25194.0,50.0,
bat_426,KOKAM,KOKAM SLPB776495,13,106000,2,48.1,318.0,26520.0,50.0,
bat_427,KOKAM,KOKAM SLPB776495,14,5300,2,51.8,15.9,1428.0,50.0,
bat_428,KOKAM,KOKAM SLPB776495,14,10600,2,51.8,31.8,2856.0,50.0,
bat_429,KOKAM,KOKAM SLPB776495,14,15900,2,51.8,47.7,4284.0,50.0,
bat_430,KOKAM,KOKAM SLPB776495,14,21200,2,51.8,63.6,5712.0,50.0,
bat_431,KOKAM,KOKAM SLPB776495,14,26500,2,51.8,79.5,7140.0,50.0,
bat_432,KOKAM,KOKAM SLPB776495,14,31800,2,51.8,95.4,8568.0,50.0,
bat_433,KOKAM,KOKAM SLPB776495,14,37100,2,51.8,111.3,9996.0,50.0,
bat_434,KOKAM,KOKAM SLPB776495,14,42400,2,51.8,127.2,11424.0,50.0,
bat_435,KOKAM,KOKAM SLPB776495,14,47700,2,51.8,143.1,12852.0,50.0,
bat_436,KOKAM,KOKAM SLPB776495,14,53000,2,51.8,159.0,14280.0,50.0,
bat_437,KOKAM,KOKAM SLPB776495,14,58300,2,51.8,174.9,15707.999999999998,50.0,
bat_438,KOKAM,KOKAM SLPB776495,14,63600,2,51.8,190.8,17136.0,50.0,
bat_439,KOKAM,KOKAM SLPB776495,14,68900,2,51.8,206.7,18564.0,50.0,
bat_440,KOKAM,KOKAM SLPB776495,14,74200,2,51.8,222.6,19992.0,50.0,
bat_441,KOKAM,KOKAM SLPB776495,14,79500,2,51.8,238.5,21420.0,50.0,
bat_442,KOKAM,KOKAM SLPB776495,14,84800,2,51.8,254.4,22848.0,50.0,
bat_443,KOKAM,KOKAM SLPB68106100,14,128000,2,51.8,384.0,35840.0,50.0,
bat_444,KOKAM,KOKAM SLPB776495,14,90100,2,51.8,270.3,24276.0,50.0,
bat_445,KOKAM,KOKAM SLPB68106100,14,136000,2,51.8,408.0,38080.0,50.0,
bat_446,KOKAM,KOKAM SLPB776495,14,95400,2,51.8,286.2,25704.0,50.0,
bat_447,KOKAM,KOKAM SLPB776495,14,100700,2,51.8,302.1,27132.0,50.0,
bat_448,KOKAM,KOKAM SLPB776495,14,106000,2,51.8,318.0,28560.0,50.0,
bat_449,KOKAM,KOKAM SLPB526495,15,3300,2,55.5,9.9,1004.9999999999999,50.0,
bat_450,KOKAM,KOKAM SLPB776495,15,5300,2,55.5,15.9,1529.9999999999998,50.0,
bat_451,KOKAM,KOKAM SLPB776495,15,10600,2,55.5,31.8,3060.0,50.0,
bat_452,KOKAM,KOKAM SLPB776495,15,15900,2,55.5,47.7,4590.0,50.0,
bat_453,KOKAM,KOKAM SLPB776495,15,21200,2,55.5,63.6,6119.999999999999,50.0,
bat_454,KOKAM,KOKAM SLPB776495,15,26500,2,55.5,79.5,7649.999999999998,50.0,
bat_455,KOKAM,KOKAM SLPB776495,15,31800,2,55.5,95.4,9180.0,50.0,
bat_456,KOKAM,KOKAM SLPB776495,15,37100,2,55.5,111.3,10710.0,50.0,
bat_457,KOKAM,KOKAM SLPB776495,15,42400,2,55.5,127.2,12239.999999999998,50.0,
bat_458,KOKAM,KOKAM SLPB776495,15,47700,2,55.5,143.1,13770.0,50.0,
bat_459,KOKAM,KOKAM SLPB776495,15,53000,2,55.5,159.0,15300.0,50.0,
bat_460,KOKAM,KOKAM SLPB776495,15,58300,2,55.5,174.9,16830.0,50.0,
bat_461,KOKAM,KOKAM SLPB776495,15,63600,2,55.5,190.8,18360.0,50.0,
bat_462,KOKAM,KOKAM SLPB776495,15,68900,2,55.5,206.7,19890.0,50.0,
bat_463,KOKAM,KOKAM SLPB776495,15,74200,2,55.5,222.6,21420.0,50.0,
bat_464,KOKAM,KOKAM SLPB776495,15,79500,2,55.5,238.5,22950.0,50.0,
bat_465,KOKAM,KOKAM SLPB68106100,15,120000,2,55.5,360.0,36000.0,50.0,
bat_466,KOKAM,KOKAM SLPB776495,15,84800,2,55.5,254.4,24480.0,50.0,
bat_467,KOKAM,KOKAM SLPB68106100,15,128000,2,55.5,384.0,38400.0,50.0,
bat_468,KOKAM,KOKAM SLPB776495,15,90100,2,55.5,270.3,26010.0,50.0,
bat_469,KOKAM,KOKAM SLPB68106100,15,136000,2,55.5,408.0,40800.0,50.0,
bat_470,KOKAM,KOKAM SLPB776495,15,95400,2,55.5,286.2,27540.0,50.0,
bat_471,KOKAM,KOKAM SLPB776495,15,100700,2,55.5,302.1,29070.0,50.0,
bat_472,KOKAM,KOKAM SLPB776495,15,106000,2,55.5,318.0,30600.0,50.0,
bat_473,KOKAM,KOKAM SLPB776495,16,5300,2,59.2,15.9,1632.0,50.0,
bat_474,KOKAM,KOKAM SLPB776495,16,10600,2,59.2,31.8,3264.0,50.0,
bat_475,KOKAM,KOKAM SLPB776495,16,15900,2,59.2,47.7,4896.0,50.0,
bat_476,KOKAM,KOKAM SLPB776495,16,21200,2,59.2,63.6,6528.0,50.0,
bat_477,KOKAM,KOKAM SLPB776495,16,26500,2,59.2,79.5,8160.0,50.0,
bat_478,KOKAM,KOKAM SLPB776495,16,31800,2,59.2,95.4,9792.0,50.0,
bat_479,KOKAM,KOKAM SLPB776495,16,37100,2,59.2,111.3,11424.0,50.0,
bat_480,KOKAM,KOKAM SLPB776495,16,42400,2,59.2,127.2,13056.0,50.0,
bat_481,KOKAM,KOKAM SLPB776495,16,47700,2,59.2,143.1,14688.0,50.0,
bat_482,KOKAM,KOKAM SLPB776495,16,53000,2,59.2,159.0,16320.0,50.0,
bat_483,KOKAM,KOKAM SLPB776495,16,58300,2,59.2,174.9,17952.0,50.0,
bat_484,KOKAM,KOKAM SLPB776495,16,63600,2,59.2,190.8,19584.0,50.0,
bat_485,KOKAM,KOKAM SLPB776495,16,68900,2,59.2,206.7,21216.0,50.0,
bat_486,KOKAM,KOKAM SLPB776495,16,74200,2,59.2,222.6,22848.0,50.0,
bat_487,KOKAM,KOKAM SLPB68106100,16,112000,2,59.2,336.0,35840.0,50.0,
bat_488,KOKAM,KOKAM SLPB776495,16,79500,2,59.2,238.5,24480.0,50.0,
bat_489,KOKAM,KOKAM SLPB68106100,16,120000,2,59.2,360.0,38400.0,50.0,
bat_490,KOKAM,KOKAM SLPB776495,16,84800,2,59.2,254.4,26112.0,50.0,
bat_491,KOKAM,KOKAM SLPB68106100,16,128000,2,59.2,384.0,40960.0,50.0,
bat_492,KOKAM,KOKAM SLPB776495,16,90100,2,59.2,270.3,27744.0,50.0,
bat_493,KOKAM,KOKAM SLPB68106100,16,136000,2,59.2,408.0,43520.0,50.0,
bat_494,KOKAM,KOKAM SLPB776495,16,95400,2,59.2,286.2,29376.0,50.0,
bat_495,KOKAM,KOKAM SLPB776495,16,100700,2,59.2,302.1,31008.0,50.0,
bat_496,KOKAM,KOKAM SLPB776495,16,106000,2,59.2,318.0,32640.0,50.0,
