model,Product Description,Product Code (SKU),Categories,Price ($),Status,Hub Diameter,Hub Thickness,Shaft Diameter,Weight,diameter_in,pitch_in,Diameter (METERS),Pitch (-),Color,UPC Code,Product Weight (NOT for Shipping Calculations) (LBS) ,mass_g,manufacturer,price_usd,url,id,Weight (KG),Ct_static,Cp_static,BETA,J,V,Pe,ct,cp,PWR_Hp,Torque_In-Lbf,Thrust_Lbf,Ct*,Cp*,Dominated,J_adv-ratio,V_mph,Efficiency,diam_diff,mass_score,score
14.5x11-4,"4 Blade
140 Pattern",LP414511,"Sport, Pattern, 4 Bladed (for IC Engines)",23.75,Discontinued,,,5/16 in.,,14.5,11.0,0.3683,0.75862069,Grey,686661000000.0,,0.0,APC,10.0,,prop_588,,,,,,,,,,,,,,,,,,,0.06624329133516937,0.0,0.03234182177100351
14.5x14N,120 Pattern Narrow,LP14514N,"Sport, Pattern",10.49,Discontinued,1.13 in.,0.63 in.,5/16 in.,2.19 oz.,14.5,14.0,0.3683,0.965517241,Grey,686661000000.0,0.1369,62.1,APC,10.0,,prop_591,,,,,,,,,,,,,,,,,,,0.06624329133516937,0.5127993393889348,0.18618162358768395
14.5x14.5N,120 Pattern Narrow,LP145145N,"Sport, Pattern",10.49,Discontinued,1.13 in.,0.65 in.,5/16 in.,2.26 oz.,14.5,14.5,0.3683,1.0,Grey,686661000000.0,0.1413,64.1,APC,10.0,,prop_592,,,,,,,,,,,,,,,,,,,0.06624329133516937,0.5293146160198183,0.191136206576949
14.4x10.5,120 Pattern,LP144105,"Sport, Pattern",10.49,Discontinued,1.13 in.,0.67 in.,5/16 in.,2.61 oz.,14.4,10.5,0.36576,0.729166667,Grey,686661000000.0,0.1631,74.0,APC,10.0,,prop_583,,,,,,,,,,,,,,,,,,,0.03375670866483027,0.611065235342692,0.19980053694987082
14.4x12,120 Pattern,LP14412,"Sport, Pattern",10.49,Discontinued,1.13 in.,0.66 in.,5/16 in.,2.65 oz.,14.4,12.0,0.36576,0.833333333,Grey,686661000000.0,0.1656,75.1,APC,10.0,,prop_584,,,,,,,,,,,,,,,,,,,0.03375670866483027,0.620148637489678,0.20252555759396662
14.4x14,120 Pattern,LP14414,"Sport, Pattern",10.49,Discontinued,1.50 in.,0.74 in.,5/16 in.,2.89 oz.,14.4,14.0,0.36576,0.972222222,Grey,686661000000.0,0.1806,81.9,APC,10.0,,prop_587,,,,,,,,,,,,,,,,,,,0.03375670866483027,0.6763005780346821,0.21937113975746786
14.4x13,120 Pattern,LP14413,"Sport, Pattern",10.49,Discontinued,1.13 in.,0.75 in.,5/16 in.,3.00 oz.,14.4,13.0,0.36576,0.902777778,Grey,686661000000.0,0.1875,85.0,APC,10.0,,prop_585,,,,,,,,,,,,,,,,,,,0.03375670866483027,0.7018992568125516,0.2270507433908287
14.4x13.5,120 Pattern,LP144135,"Sport, Pattern",10.49,Discontinued,1.13 in.,0.75 in.,5/16 in.,3.00 oz.,14.4,13.5,0.36576,0.9375,Grey,686661000000.0,0.1875,85.0,APC,10.0,,prop_586,,,,,,,,,,,,,,,,,,,0.03375670866483027,0.7018992568125516,0.2270507433908287
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1445,,,,0.392857143,,,,0.088,0.0341,0.184,2.323,2.692,0.090097677,0.036549354,,0.11,7.2,0.2803,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1444,,,,0.392857143,,,,0.0902,0.0341,0.185,2.328,2.758,0.092040275,0.036381618,,0.09,5.8,0.2292,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1443,,,,0.392857143,,,,0.0921,0.0342,0.185,2.33,2.819,0.093858085,0.036115082,,0.07,4.3,0.1756,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1411,,,,0.392857143,,,,0.0951,0.0339,0.094,1.477,1.862,0.097850034,0.035016493,,0.02,1.2,0.0612,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1412,,,,0.392857143,,,,0.0935,0.0341,0.094,1.487,1.83,0.096348613,0.035530029,,0.04,2.3,0.1195,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1413,,,,0.392857143,,,,0.0917,0.0342,0.095,1.494,1.795,0.093858085,0.036115082,,0.07,3.5,0.175,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1414,,,,0.392857143,,,,0.0897,0.0343,0.095,1.498,1.756,0.092040275,0.036381618,,0.09,4.6,0.2277,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1415,,,,0.392857143,,,,0.0875,0.0344,0.095,1.499,1.714,0.090097677,0.036549354,,0.11,5.8,0.2775,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1424,,,,0.392857143,,,,0.0617,0.0312,0.086,1.36,1.208,0.064030525,0.032792711,,0.31,16.2,0.6039,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1425,,,,0.392857143,,,,0.0582,0.0304,0.084,1.324,1.14,0.060781912,0.031873647,,0.33,17.3,0.6269,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1426,,,,0.392857143,,,,0.0547,0.0294,0.082,1.285,1.07,0.057420629,0.030855782,,0.35,18.5,0.6471,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1398,,,,0.392857143,,,,0.0473,0.0288,0.034,0.706,0.521,0.050364095,0.028523654,,0.39,15.6,0.6469,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1395,,,,0.392857143,,,,0.0582,0.0318,0.037,0.781,0.641,0.060781912,0.031873647,,0.33,13.0,0.6,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1396,,,,0.392857143,,,,0.0547,0.031,0.036,0.76,0.603,0.057420629,0.030855782,,0.35,13.9,0.6181,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1397,,,,0.392857143,,,,0.0511,0.0299,0.035,0.735,0.563,0.053947686,0.029739118,,0.37,14.8,0.6337,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1399,,,,0.392857143,,,,0.0435,0.0274,0.032,0.673,0.479,0.044783449,0.026515207,,0.42,16.5,0.6578,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1416,,,,0.392857143,,,,0.0852,0.0343,0.095,1.497,1.669,0.088031301,0.036618289,,0.13,6.9,0.3246,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1417,,,,0.392857143,,,,0.0828,0.0342,0.095,1.493,1.621,0.085842156,0.036588425,,0.15,8.1,0.369,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1418,,,,0.392857143,,,,0.0802,0.034,0.094,1.485,1.57,0.083531252,0.036459761,,0.17,9.2,0.4106,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1419,,,,0.392857143,,,,0.0774,0.0338,0.094,1.474,1.516,0.079838809,0.036081514,,0.2,10.4,0.4495,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1420,,,,0.392857143,,,,0.0745,0.0334,0.093,1.459,1.46,0.077227928,0.03570585,,0.22,11.6,0.4857,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1421,,,,0.392857143,,,,0.0715,0.033,0.091,1.44,1.4,0.074498824,0.035231386,,0.24,12.7,0.5192,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1422,,,,0.392857143,,,,0.0683,0.0325,0.09,1.417,1.338,0.071652505,0.034658122,,0.26,13.9,0.55,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1423,,,,0.392857143,,,,0.0651,0.0319,0.088,1.391,1.274,0.068689982,0.033986057,,0.28,15.0,0.5782,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1460,,,,0.392857143,,,,0.0397,0.0238,0.128,1.62,1.216,0.042869003,0.025796325,,0.43,28.8,0.726,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1459,,,,0.392857143,,,,0.0437,0.0252,0.136,1.715,1.336,0.046670864,0.027209389,,0.41,27.3,0.7162,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1408,,,,0.392857143,,,,0.0046,0.0084,0.01,0.207,0.051,0.003930567,0.008632747,,0.61,24.3,0.3368,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1407,,,,0.392857143,,,,0.0093,0.0109,0.013,0.267,0.102,0.008664647,0.010935011,,0.59,23.5,0.5035,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1410,,,,0.392857143,,,,0.0966,0.0336,0.093,1.466,1.891,0.099223132,0.034404157,,0.0,0.0,0.0,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1409,,,,0.392857143,,,,0.0,0.0061,0.007,0.149,0.0,-0.000902043,0.006231682,,0.63,25.2,0.0027,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1405,,,,0.392857143,,,,0.0183,0.0158,0.018,0.387,0.201,0.017833176,0.015243139,,0.55,21.7,0.6333,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1406,,,,0.392857143,,,,0.0138,0.0133,0.016,0.327,0.152,0.013299186,0.013138475,,0.57,22.6,0.5888,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1403,,,,0.392857143,,,,0.027,0.0203,0.024,0.498,0.297,0.028721614,0.02007255,,0.5,20.0,0.669,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1400,,,,0.392857143,,,,0.0395,0.0259,0.03,0.636,0.435,0.040927652,0.025052743,,0.44,17.4,0.6662,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1401,,,,0.392857143,,,,0.0354,0.0242,0.028,0.594,0.39,0.036964741,0.023491479,,0.46,18.3,0.6714,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1402,,,,0.392857143,,,,0.0313,0.0223,0.026,0.548,0.344,0.032895725,0.021831414,,0.48,19.1,0.6728,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1404,,,,0.392857143,,,,0.0227,0.0181,0.021,0.444,0.25,0.024443419,0.018214886,,0.52,20.9,0.6575,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1447,,,,0.392857143,,,,0.0832,0.0338,0.183,2.303,2.546,0.085842156,0.036588425,,0.15,10.1,0.3742,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1446,,,,0.392857143,,,,0.0857,0.034,0.184,2.315,2.621,0.088031301,0.036618289,,0.13,8.6,0.3286,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1381,,,,0.392857143,,,,0.0948,0.0349,0.041,0.855,1.044,0.097850034,0.035016493,,0.02,0.9,0.0594,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1380,,,,0.392857143,,,,0.0963,0.0346,0.04,0.85,1.06,0.099223132,0.034404157,,0.0,0.0,0.0,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1477,,,,0.392857143,,,,0.0839,0.034,0.318,3.337,3.694,0.085842156,0.036588425,,0.15,12.1,0.3744,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1394,,,,0.392857143,,,,0.0617,0.0326,0.038,0.799,0.679,0.064030525,0.032792711,,0.31,12.2,0.5793,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1393,,,,0.392857143,,,,0.065,0.0332,0.039,0.815,0.716,0.068689982,0.033986057,,0.28,11.3,0.5561,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1392,,,,0.392857143,,,,0.0682,0.0337,0.039,0.828,0.751,0.071652505,0.034658122,,0.26,10.4,0.5302,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1391,,,,0.392857143,,,,0.0713,0.0342,0.04,0.839,0.786,0.074498824,0.035231386,,0.24,9.6,0.5016,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1390,,,,0.392857143,,,,0.0743,0.0345,0.04,0.848,0.819,0.077227928,0.03570585,,0.22,8.7,0.4702,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1389,,,,0.392857143,,,,0.0772,0.0348,0.041,0.855,0.85,0.079838809,0.036081514,,0.2,7.8,0.4359,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1388,,,,0.392857143,,,,0.0799,0.0351,0.041,0.86,0.88,0.083531252,0.036459761,,0.17,7.0,0.3987,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1387,,,,0.392857143,,,,0.0825,0.0352,0.041,0.864,0.909,0.085842156,0.036588425,,0.15,6.1,0.3586,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1386,,,,0.392857143,,,,0.085,0.0353,0.041,0.866,0.936,0.088031301,0.036618289,,0.13,5.2,0.3157,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1385,,,,0.392857143,,,,0.0873,0.0353,0.041,0.866,0.961,0.090097677,0.036549354,,0.11,4.3,0.27,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1384,,,,0.392857143,,,,0.0894,0.0353,0.041,0.866,0.984,0.092040275,0.036381618,,0.09,3.5,0.2215,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1383,,,,0.392857143,,,,0.0914,0.0352,0.041,0.864,1.006,0.093858085,0.036115082,,0.07,2.6,0.1702,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1382,,,,0.392857143,,,,0.0932,0.0351,0.041,0.86,1.026,0.096348613,0.035530029,,0.04,1.7,0.1162,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1461,,,,0.392857143,,,,0.0357,0.0222,0.12,1.515,1.092,0.036964741,0.023491479,,0.46,30.2,0.7321,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1487,,,,0.392857143,,,,0.0516,0.0273,0.255,2.682,2.274,0.053947686,0.029739118,,0.37,29.3,0.696,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1463,,,,0.392857143,,,,0.0273,0.0187,0.101,1.273,0.835,0.028721614,0.02007255,,0.5,33.1,0.7294,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1464,,,,0.392857143,,,,0.0229,0.0167,0.09,1.137,0.701,0.024443419,0.018214886,,0.52,34.5,0.716,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1465,,,,0.392857143,,,,0.0185,0.0146,0.079,0.994,0.566,0.020062148,0.016258422,,0.54,36.0,0.688,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1466,,,,0.392857143,,,,0.014,0.0124,0.067,0.846,0.428,0.015578813,0.014203157,,0.56,37.4,0.6355,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1467,,,,0.392857143,,,,0.0094,0.0102,0.055,0.695,0.287,0.008664647,0.010935011,,0.59,38.9,0.5394,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1468,,,,0.392857143,,,,0.0047,0.008,0.043,0.543,0.144,0.003930567,0.008632747,,0.61,40.3,0.36,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1469,,,,0.392857143,,,,0.0,0.0058,0.031,0.393,0.001,-0.000902043,0.006231682,,0.63,41.7,0.0025,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1470,,,,0.392857143,,,,0.0982,0.0367,0.343,3.606,4.325,0.099223132,0.034404157,,0.0,0.0,0.0,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1471,,,,0.392857143,,,,0.0966,0.0363,0.339,3.564,4.258,0.097850034,0.035016493,,0.02,1.7,0.0577,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1472,,,,0.392857143,,,,0.0949,0.0359,0.335,3.522,4.182,0.096348613,0.035530029,,0.04,3.4,0.1147,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1473,,,,0.392857143,,,,0.0931,0.0354,0.331,3.48,4.099,0.093858085,0.036115082,,0.07,5.2,0.1707,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1474,,,,0.392857143,,,,0.091,0.0351,0.328,3.441,4.009,0.092040275,0.036381618,,0.09,6.9,0.2251,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1475,,,,0.392857143,,,,0.0888,0.0347,0.324,3.405,3.911,0.090097677,0.036549354,,0.11,8.6,0.2774,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1476,,,,0.392857143,,,,0.0864,0.0343,0.321,3.371,3.806,0.088031301,0.036618289,,0.13,10.3,0.3272,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1478,,,,0.392857143,,,,0.0812,0.0336,0.314,3.301,3.576,0.083531252,0.036459761,,0.17,13.8,0.4187,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1489,,,,0.392857143,,,,0.044,0.0248,0.232,2.437,1.936,0.046670864,0.027209389,,0.41,32.8,0.729,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1509,,,,0.392857143,,,,0.0789,0.0333,0.494,4.449,4.732,0.079838809,0.036081514,,0.2,18.1,0.4635,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1480,,,,0.392857143,,,,0.0754,0.0328,0.306,3.215,3.322,0.077227928,0.03570585,,0.22,17.2,0.499,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1448,,,,0.392857143,,,,0.0806,0.0336,0.181,2.287,2.466,0.083531252,0.036459761,,0.17,11.5,0.4171,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1449,,,,0.392857143,,,,0.0778,0.0332,0.18,2.266,2.381,0.079838809,0.036081514,,0.2,13.0,0.4574,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1450,,,,0.392857143,,,,0.0749,0.0328,0.178,2.239,2.292,0.077227928,0.03570585,,0.22,14.4,0.4951,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1451,,,,0.392857143,,,,0.0718,0.0324,0.175,2.206,2.198,0.074498824,0.035231386,,0.24,15.8,0.53,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1452,,,,0.392857143,,,,0.0686,0.0318,0.172,2.168,2.1,0.071652505,0.034658122,,0.26,17.3,0.5624,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1453,,,,0.392857143,,,,0.0654,0.0312,0.168,2.124,2.0,0.068689982,0.033986057,,0.28,18.7,0.5922,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1454,,,,0.392857143,,,,0.062,0.0304,0.164,2.072,1.896,0.065612266,0.033215193,,0.3,20.1,0.6197,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1455,,,,0.392857143,,,,0.0585,0.0296,0.16,2.015,1.79,0.060781912,0.031873647,,0.33,21.6,0.6444,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1456,,,,0.392857143,,,,0.0549,0.0286,0.155,1.952,1.681,0.057420629,0.030855782,,0.35,23.0,0.6663,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1457,,,,0.392857143,,,,0.0513,0.0276,0.149,1.882,1.569,0.053947686,0.029739118,,0.37,24.5,0.6855,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1458,,,,0.392857143,,,,0.0475,0.0264,0.143,1.803,1.454,0.050364095,0.028523654,,0.39,25.9,0.7023,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1493,,,,0.392857143,,,,0.0274,0.0183,0.171,1.794,1.206,0.028721614,0.02007255,,0.5,39.7,0.747,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1462,,,,0.392857143,,,,0.0315,0.0205,0.111,1.399,0.965,0.032895725,0.021831414,,0.48,31.7,0.7338,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1490,,,,0.392857143,,,,0.04,0.0234,0.219,2.298,1.761,0.042869003,0.025796325,,0.43,34.5,0.7403,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1488,,,,0.392857143,,,,0.0478,0.0261,0.244,2.566,2.107,0.050364095,0.028523654,,0.39,31.0,0.7139,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1485,,,,0.392857143,,,,0.0589,0.0293,0.274,2.879,2.593,0.060781912,0.031873647,,0.33,25.9,0.6527,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1479,,,,0.392857143,,,,0.0784,0.0332,0.31,3.26,3.452,0.079838809,0.036081514,,0.2,15.5,0.4602,0.4337567086648306,0.12386457473162676,0.248931491238819
