model,Product Description,Product Code (SKU),Categories,Price ($),Status,Hub Diameter,Hub Thickness,Shaft Diameter,Weight,diameter_in,pitch_in,Diameter (METERS),Pitch (-),Color,UPC Code,Product Weight (NOT for Shipping Calculations) (LBS) ,mass_g,manufacturer,price_usd,url,id,Weight (KG),Ct_static,Cp_static,BETA,J,V,Pe,ct,cp,PWR_Hp,Torque_In-Lbf,Thrust_Lbf,Ct*,Cp*,Dominated,J_adv-ratio,V_mph,Efficiency,diam_diff,mass_score,score
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1842,,,,0.346153846,,,,0.0624,0.0302,0.007,0.223,0.224,0.064546666,0.029517491,,0.24,6.0,0.5021,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1841,,,,0.346153846,,,,0.0653,0.0306,0.007,0.226,0.234,0.067356021,0.030062468,,0.22,5.5,0.4754,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1840,,,,0.346153846,,,,0.0681,0.0309,0.007,0.228,0.244,0.070040173,0.030508645,,0.2,5.0,0.4461,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1839,,,,0.346153846,,,,0.0708,0.0312,0.007,0.23,0.254,0.072598114,0.030856022,,0.18,4.5,0.414,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1838,,,,0.346153846,,,,0.0734,0.0314,0.007,0.232,0.263,0.075028832,0.031104599,,0.16,4.0,0.3791,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1837,,,,0.346153846,,,,0.0759,0.0315,0.007,0.233,0.272,0.077331319,0.031254376,,0.14,3.5,0.3413,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1868,,,,0.346153846,,,,0.0735,0.0313,0.025,0.521,0.593,0.075028832,0.031104599,,0.16,5.9,0.3764,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1899,,,,0.346153846,,,,0.071,0.0303,0.057,0.894,1.017,0.072598114,0.030856022,,0.18,8.8,0.4224,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1898,,,,0.346153846,,,,0.0735,0.0305,0.057,0.901,1.054,0.075028832,0.031104599,,0.16,7.9,0.3862,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1897,,,,0.346153846,,,,0.076,0.0307,0.058,0.906,1.089,0.077331319,0.031254376,,0.14,6.9,0.3473,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1896,,,,0.346153846,,,,0.0784,0.0308,0.058,0.91,1.123,0.079504565,0.031305353,,0.12,5.9,0.3056,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1895,,,,0.346153846,,,,0.0806,0.0309,0.058,0.912,1.155,0.081547558,0.03125753,,0.1,4.9,0.2613,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1894,,,,0.346153846,,,,0.0827,0.0309,0.058,0.913,1.186,0.083459291,0.031110907,,0.08,3.9,0.2144,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1861,,,,0.346153846,,,,0.0883,0.0315,0.025,0.523,0.712,0.08839682,0.030078237,,0.02,0.7,0.0563,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1860,,,,0.346153846,,,,0.09,0.0313,0.025,0.521,0.725,0.089773407,0.029536414,,0.0,0.0,0.0,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1859,,,,0.346153846,,,,0.0,0.0063,0.001,0.046,0.0,-0.003821476,0.003987145,,0.59,14.4,0.002,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1858,,,,0.346153846,,,,0.0044,0.0084,0.002,0.062,0.016,0.001015431,0.006261122,,0.57,13.9,0.2998,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1857,,,,0.346153846,,,,0.0088,0.0105,0.002,0.077,0.032,0.005744811,0.008436299,,0.55,13.4,0.4586,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1856,,,,0.346153846,,,,0.0131,0.0126,0.003,0.093,0.047,0.010365652,0.010512676,,0.53,12.9,0.5446,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1855,,,,0.346153846,,,,0.0173,0.0148,0.003,0.109,0.062,0.014876945,0.012490253,,0.51,12.4,0.5906,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1854,,,,0.346153846,,,,0.0213,0.0168,0.004,0.124,0.076,0.01927768,0.01436903,,0.49,11.9,0.6161,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1853,,,,0.346153846,,,,0.0253,0.0187,0.004,0.138,0.091,0.023566847,0.016149007,,0.47,11.4,0.6294,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1884,,,,0.346153846,,,,0.0211,0.0166,0.013,0.276,0.17,0.021436272,0.015271368,,0.48,17.7,0.6119,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1915,,,,0.346153846,,,,0.0168,0.0139,0.026,0.41,0.24,0.017091195,0.013441991,,0.5,24.6,0.6037,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1914,,,,0.346153846,,,,0.0208,0.0158,0.03,0.466,0.298,0.021436272,0.015271368,,0.48,23.6,0.6338,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1913,,,,0.346153846,,,,0.0247,0.0175,0.033,0.518,0.355,0.025669276,0.017001945,,0.46,22.6,0.6492,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1912,,,,0.346153846,,,,0.0286,0.0192,0.036,0.568,0.41,0.029789198,0.018633722,,0.44,21.6,0.6555,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1911,,,,0.346153846,,,,0.0324,0.0208,0.039,0.614,0.465,0.033795026,0.020166699,,0.42,20.6,0.6558,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1910,,,,0.346153846,,,,0.0362,0.0222,0.042,0.657,0.518,0.037685751,0.021600876,,0.4,19.6,0.6515,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1877,,,,0.346153846,,,,0.0471,0.0269,0.021,0.448,0.38,0.048657212,0.025310607,,0.34,12.5,0.5959,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1876,,,,0.346153846,,,,0.0504,0.0278,0.022,0.462,0.406,0.052077428,0.026349584,,0.32,11.8,0.5813,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1875,,,,0.346153846,,,,0.0536,0.0286,0.023,0.475,0.432,0.055377491,0.027289761,,0.3,11.1,0.5644,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1874,,,,0.346153846,,,,0.0567,0.0292,0.023,0.485,0.457,0.058556391,0.028131137,,0.28,10.3,0.5451,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1873,,,,0.346153846,,,,0.0597,0.0298,0.024,0.495,0.481,0.06161312,0.028873714,,0.26,9.6,0.5234,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1872,,,,0.346153846,,,,0.0627,0.0302,0.024,0.502,0.505,0.064546666,0.029517491,,0.24,8.9,0.4993,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1871,,,,0.346153846,,,,0.0655,0.0306,0.024,0.508,0.528,0.067356021,0.030062468,,0.22,8.1,0.4725,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1870,,,,0.346153846,,,,0.0683,0.0309,0.024,0.514,0.55,0.070040173,0.030508645,,0.2,7.4,0.4432,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1869,,,,0.346153846,,,,0.0709,0.0312,0.025,0.518,0.572,0.072598114,0.030856022,,0.18,6.6,0.4112,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1900,,,,0.346153846,,,,0.0683,0.03,0.056,0.885,0.978,0.070040173,0.030508645,,0.2,9.8,0.456,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1931,,,,0.346153846,,,,0.0656,0.0286,0.105,1.322,1.47,0.067356021,0.030062468,,0.22,13.5,0.5031,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1930,,,,0.346153846,,,,0.0684,0.029,0.106,1.341,1.533,0.070040173,0.030508645,,0.2,12.2,0.4703,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1929,,,,0.346153846,,,,0.0712,0.0294,0.108,1.357,1.594,0.072598114,0.030856022,,0.18,11.0,0.435,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1928,,,,0.346153846,,,,0.0738,0.0297,0.109,1.369,1.652,0.075028832,0.031104599,,0.16,9.8,0.3971,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1927,,,,0.346153846,,,,0.0762,0.0299,0.109,1.379,1.708,0.077331319,0.031254376,,0.14,8.6,0.3566,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1926,,,,0.346153846,,,,0.0786,0.03,0.11,1.386,1.76,0.079504565,0.031305353,,0.12,7.3,0.3135,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1893,,,,0.346153846,,,,0.0847,0.0309,0.058,0.913,1.215,0.085238752,0.030865484,,0.06,2.9,0.1648,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1892,,,,0.346153846,,,,0.0866,0.0308,0.058,0.911,1.242,0.086884931,0.030521261,,0.04,2.0,0.1125,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1891,,,,0.346153846,,,,0.0884,0.0308,0.058,0.909,1.268,0.08839682,0.030078237,,0.02,1.0,0.0576,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1890,,,,0.346153846,,,,0.0901,0.0306,0.057,0.905,1.292,0.089773407,0.029536414,,0.0,0.0,0.0,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1889,,,,0.346153846,,,,0.0001,0.0061,0.005,0.102,0.0,-0.001389644,0.005136484,,0.58,21.4,0.0054,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1888,,,,0.346153846,,,,0.0043,0.0082,0.007,0.137,0.035,0.003393625,0.007361061,,0.56,20.7,0.2931,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1887,,,,0.346153846,,,,0.0086,0.0103,0.008,0.172,0.069,0.008068862,0.009486837,,0.54,19.9,0.45,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1886,,,,0.346153846,,,,0.0128,0.0124,0.01,0.207,0.103,0.012635055,0.011513814,,0.52,19.2,0.5369,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1885,,,,0.346153846,,,,0.017,0.0146,0.012,0.242,0.137,0.017091195,0.013441991,,0.5,18.5,0.5851,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1916,,,,0.346153846,,,,0.0127,0.012,0.022,0.354,0.181,0.012635055,0.011513814,,0.52,25.5,0.5503,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1947,,,,0.346153846,,,,0.0085,0.0097,0.036,0.448,0.191,0.008068862,0.009486837,,0.54,33.0,0.4731,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1946,,,,0.346153846,,,,0.0127,0.0116,0.042,0.534,0.285,0.012635055,0.011513814,,0.52,31.8,0.57,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1945,,,,0.346153846,,,,0.0168,0.0134,0.049,0.618,0.377,0.017091195,0.013441991,,0.5,30.6,0.6272,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1944,,,,0.346153846,,,,0.0209,0.0151,0.055,0.699,0.468,0.021436272,0.015271368,,0.48,29.4,0.6603,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1943,,,,0.346153846,,,,0.0248,0.0168,0.062,0.777,0.557,0.025669276,0.017001945,,0.46,28.1,0.6775,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1942,,,,0.346153846,,,,0.0287,0.0184,0.067,0.851,0.644,0.029789198,0.018633722,,0.44,26.9,0.6848,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1909,,,,0.346153846,,,,0.0398,0.0235,0.044,0.695,0.571,0.041460364,0.022936253,,0.38,18.7,0.6439,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1908,,,,0.346153846,,,,0.0434,0.0247,0.046,0.729,0.621,0.045117855,0.02417283,,0.36,17.7,0.6331,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1907,,,,0.346153846,,,,0.0468,0.0257,0.048,0.76,0.671,0.048657212,0.025310607,,0.34,16.7,0.6195,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1906,,,,0.346153846,,,,0.0502,0.0266,0.05,0.786,0.719,0.052077428,0.026349584,,0.32,15.7,0.6035,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1905,,,,0.346153846,,,,0.0534,0.0274,0.051,0.809,0.765,0.055377491,0.027289761,,0.3,14.7,0.5852,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1904,,,,0.346153846,,,,0.0565,0.0281,0.053,0.829,0.81,0.058556391,0.028131137,,0.28,13.7,0.5645,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1903,,,,0.346153846,,,,0.0596,0.0287,0.054,0.847,0.854,0.06161312,0.028873714,,0.26,12.8,0.5412,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1902,,,,0.346153846,,,,0.0626,0.0292,0.055,0.862,0.897,0.064546666,0.029517491,,0.24,11.8,0.5153,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1901,,,,0.346153846,,,,0.0655,0.0296,0.056,0.875,0.938,0.067356021,0.030062468,,0.22,10.8,0.4869,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1932,,,,0.346153846,,,,0.0627,0.0282,0.103,1.3,1.405,0.064546666,0.029517491,,0.24,14.7,0.5335,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1963,,,,0.346153846,,,,0.0599,0.027,0.171,1.798,1.93,0.06161312,0.028873714,,0.26,19.1,0.5744,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1962,,,,0.346153846,,,,0.0629,0.0276,0.175,1.837,2.028,0.064546666,0.029517491,,0.24,17.6,0.5452,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1961,,,,0.346153846,,,,0.0658,0.0281,0.178,1.871,2.123,0.067356021,0.030062468,,0.22,16.2,0.5136,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1960,,,,0.346153846,,,,0.0687,0.0286,0.181,1.9,2.215,0.070040173,0.030508645,,0.2,14.7,0.4796,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1959,,,,0.346153846,,,,0.0714,0.029,0.183,1.925,2.303,0.072598114,0.030856022,,0.18,13.2,0.4431,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1958,,,,0.346153846,,,,0.0741,0.0293,0.185,1.946,2.388,0.075028832,0.031104599,,0.16,11.8,0.404,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1925,,,,0.346153846,,,,0.0808,0.0301,0.11,1.39,1.811,0.081547558,0.03125753,,0.1,6.1,0.2679,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1924,,,,0.346153846,,,,0.083,0.0302,0.11,1.392,1.858,0.083459291,0.031110907,,0.08,4.9,0.2196,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1923,,,,0.346153846,,,,0.085,0.0302,0.11,1.392,1.904,0.085238752,0.030865484,,0.06,3.7,0.1687,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1922,,,,0.346153846,,,,0.0869,0.0301,0.11,1.39,1.946,0.086884931,0.030521261,,0.04,2.4,0.1152,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1921,,,,0.346153846,,,,0.0887,0.03,0.11,1.387,1.987,0.08839682,0.030078237,,0.02,1.2,0.0589,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1920,,,,0.346153846,,,,0.0904,0.0299,0.11,1.381,2.024,0.089773407,0.029536414,,0.0,0.0,0.0,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1919,,,,0.346153846,,,,0.0001,0.0061,0.011,0.18,0.001,-0.001389644,0.005136484,,0.58,28.5,0.0049,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1918,,,,0.346153846,,,,0.0043,0.008,0.015,0.238,0.061,0.003393625,0.007361061,,0.56,27.5,0.2963,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1917,,,,0.346153846,,,,0.0085,0.01,0.019,0.296,0.122,0.008068862,0.009486837,,0.54,26.5,0.458,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1948,,,,0.346153846,,,,0.0043,0.0078,0.029,0.36,0.096,0.003393625,0.007361061,,0.56,34.3,0.3054,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1979,,,,0.346153846,,,,0.0,0.0056,0.036,0.373,0.001,-0.001389644,0.005136484,,0.58,42.6,0.0048,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1978,,,,0.346153846,,,,0.0043,0.0075,0.047,0.496,0.137,0.003393625,0.007361061,,0.56,41.1,0.3194,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1977,,,,0.346153846,,,,0.0085,0.0093,0.059,0.62,0.275,0.008068862,0.009486837,,0.54,39.7,0.4921,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1976,,,,0.346153846,,,,0.0127,0.0112,0.071,0.743,0.41,0.012635055,0.011513814,,0.52,38.2,0.591,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1975,,,,0.346153846,,,,0.0168,0.0129,0.082,0.861,0.542,0.017091195,0.013441991,,0.5,36.7,0.6484,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1974,,,,0.346153846,,,,0.0209,0.0147,0.093,0.974,0.673,0.021436272,0.015271368,,0.48,35.3,0.6818,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1941,,,,0.346153846,,,,0.0325,0.0199,0.073,0.919,0.729,0.033795026,0.020166699,,0.42,25.7,0.6853,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1940,,,,0.346153846,,,,0.0362,0.0212,0.078,0.981,0.812,0.037685751,0.021600876,,0.4,24.5,0.681,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1939,,,,0.346153846,,,,0.0399,0.0225,0.082,1.037,0.893,0.041460364,0.022936253,,0.38,23.3,0.6731,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1938,,,,0.346153846,,,,0.0434,0.0236,0.086,1.087,0.972,0.045117855,0.02417283,,0.36,22.0,0.6616,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1937,,,,0.346153846,,,,0.0468,0.0246,0.09,1.134,1.049,0.048657212,0.025310607,,0.34,20.8,0.6467,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1936,,,,0.346153846,,,,0.0502,0.0255,0.093,1.176,1.124,0.052077428,0.026349584,,0.32,19.6,0.6292,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1935,,,,0.346153846,,,,0.0534,0.0263,0.096,1.212,1.197,0.055377491,0.027289761,,0.3,18.4,0.6091,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1934,,,,0.346153846,,,,0.0566,0.027,0.099,1.245,1.268,0.058556391,0.028131137,,0.28,17.1,0.5866,1.4337567086648306,0.12386457473162676,0.737159372419488
APC MR,,,,,,,,,,13.0,4.499999998,,,,,,15.0,APC MR,10.0,,prop_1933,,,,0.346153846,,,,0.0597,0.0276,0.101,1.274,1.337,0.06161312,0.028873714,,0.26,15.9,0.5614,1.4337567086648306,0.12386457473162676,0.737159372419488
